adopt_feature,adopt_importance,euth_feature,euth_importance,transfer_feature,transfer_importance
breed_Doberman Pinsch/Labrador Retriever,0.002551903948187828,breed_Australian Kelpie Mix,0.001370128127746284,breed_Bearded Collie/Labrador Retriever,0.0024806116707623005
color_Tricolor,0.0025468224193900824,color_Gray,0.0013566038105636835,color_Blue Tick/White,0.0024803518317639828
breed_Wire Hair Fox Terrier,0.002528391545638442,breed_Golden Retriever,0.0013297165278345346,breed_Havanese Mix,0.002476257039234042
breed_Bearded Collie/Labrador Retriever,0.0024924573954194784,color_Gray/White,0.0013149934820830822,color_Brown/Tricolor,0.0024710812140256166
color_Black/Tan,0.0024906459730118513,breed_American Pit Bull Terrier Mix,0.0012167991371825337,color_Gray/White,0.0024649370461702347
breed_Labrador Retriever Mix,0.0024874359369277954,color_Yellow/White,0.001193554257042706,color_White/Brown,0.0024523113388568163
color_Black,0.0024681687355041504,breed_Dachshund Wirehair Mix,0.0011564911110326648,breed_Boston Terrier,0.0024522007443010807
breed_Chihuahua Longhair,0.00245295069180429,color_Brown/Tricolor,0.0011510300682857633,breed_Pit Bull/Siberian Husky,0.0024482260923832655
breed_Dachshund/Labrador Retriever,0.002440708689391613,color_Chocolate/Tan,0.0009732494363561273,color_White/Gray,0.0024135317653417587
breed_Australian Cattle Dog/Border Collie,0.0024203520733863115,breed_Chinese Sharpei,0.0009053040994331241,breed_Dachshund/Labrador Retriever,0.0024107235949486494
breed_Havanese Mix,0.002409858861938119,breed_Queensland Heeler Mix,0.000901701976545155,breed_Australian Kelpie/German Shepherd,0.0024083040188997984
breed_Chihuahua Longhair Mix,0.0024042881559580564,color_Fawn,0.0008564433082938194,breed_Bulldog Mix,0.0023896133061498404
breed_Boston Terrier/Pit Bull,0.0023854398168623447,color_White/Cream,0.0008354925666935742,color_Red/White,0.0023730432149022818
breed_Australian Terrier Mix,0.0023841713555157185,breed_Pekingese Mix,0.0,breed_Boston Terrier Mix,0.0023564486764371395
breed_Collie Rough/Spanish Water Dog,0.0023597748950123787,breed_Lakeland Terrier Mix,0.0,breed_Anatol Shepherd/Great Pyrenees,0.00232492433860898
breed_Australian Kelpie/German Shepherd,0.002356049371883273,breed_Miniature Schnauzer/Yorkshire Terrier,0.0,color_Brown/Gray,0.002321458887308836
color_Black/Black,0.0023552828934043646,breed_Labrador Retriever/Whippet,0.0,breed_Greyhound,0.0023032829631119967
color_Blue Merle,0.0023449049331247807,breed_Labrador Retriever/Weimaraner,0.0,color_Brown Tiger,0.0022978989873081446
breed_German Shorthair Pointer,0.002340243197977543,breed_Labrador Retriever/Vizsla,0.0,breed_Chihuahua Shorthair/Dachshund Wirehair,0.0022618265356868505
color_Cream/White,0.002336066449061036,breed_Labrador Retriever/Standard Schnauzer,0.0,breed_Australian Cattle Dog/Border Collie,0.002246227813884616
color_Brown/Tricolor,0.002332602394744754,breed_Labrador Retriever/Standard Poodle,0.0,color_Blue Merle/White,0.002244882518425584
breed_Australian Shepherd/German Shepherd,0.0023315749131143093,breed_Labrador Retriever/Staffordshire,0.0,breed_Labrador Retriever/Plott Hound,0.0022429057862609625
breed_Collie Smooth Mix,0.0023270254023373127,breed_Labrador Retriever/St. Bernard Smooth Coat,0.0,breed_Black Mouth Cur Mix,0.0022427767980843782
color_Brown/White,0.002311758464202285,breed_Labrador Retriever/St. Bernard Rough Coat,0.0,color_Fawn/White,0.0022134145256131887
breed_Carolina Dog,0.002296716906130314,breed_Labrador Retriever/Treeing Walker Coonhound,0.0,breed_Bichon Frise Mix,0.0022079041227698326
color_Tan/White,0.0022912544663995504,breed_Leonberger,0.0,breed_Maltese Mix,0.002204254502430558
breed_German Shepherd/Great Pyrenees,0.002277011051774025,breed_Pekingese,0.0,breed_Great Dane,0.0021866627503186464
breed_Cardigan Welsh Corgi/Chihuahua Shorthair,0.0022731060162186623,breed_Pbgv,0.0,breed_French Bulldog,0.002135172486305237
breed_English Coonhound Mix,0.002261867979541421,breed_Lhasa Apso/Shih Tzu,0.0,breed_Flat Coat Retriever/Papillon,0.0021313359029591084
color_Blue Tick,0.002258685417473316,breed_Lhasa Apso/Rat Terrier,0.0,breed_Dachshund Mix,0.0021273901220411062
breed_Chihuahua Shorthair/Miniature Pinscher,0.002232903614640236,breed_Lhasa Apso/Pekingese,0.0,breed_Pomeranian,0.002119798446074128
color_White/Brown,0.0021800824906677008,breed_Lhasa Apso/Pbgv,0.0,color_White/Buff,0.0021151762921363115
breed_Pit Bull/Siberian Husky,0.002159958938136697,breed_Lhasa Apso/Norfolk Terrier,0.0,sex_upon_intake_Spayed Female,0.002109455643221736
color_Black Brindle,0.0021007463801652193,breed_Lhasa Apso/Miniature Schnauzer,0.0,intake_condition_Behavior,0.0020923586562275887
breed_Pit Bull/Pointer,0.002100704936310649,breed_Parson Russell Terrier/Yorkshire Terrier,0.0,color_Sable/White,0.0020884876139461994
breed_Bruss Griffon Mix,0.0020958823151886463,breed_Patterdale Terr Mix,0.0,color_Cream/White,0.002079193713143468
breed_Manchester Terrier Mix,0.002081983955577016,breed_Lhasa Apso/Miniature Poodle,0.0,breed_Pbgv Mix,0.002070851856842637
breed_Boston Terrier Mix,0.00207577389664948,breed_Landseer,0.0,intake_condition_Nursing,0.0020676502026617527
breed_Cavalier Span,0.0020719936583191156,breed_Lhasa Apso/Maltese,0.0,breed_Rat Terrier Mix,0.0020633290987461805
breed_Boxer/Pit Bull,0.002047397894784808,breed_Lhasa Apso Mix,0.0,breed_Parson Russell Terrier Mix,0.0020465217530727386
breed_Flat Coat Retriever/Papillon,0.0020436060149222612,breed_Pbgv Mix,0.0,breed_Staffordshire,0.002023958833888173
color_Brown/Gray,0.002033309545367956,breed_Pbgv/Pit Bull,0.0,breed_German Wirehaired Pointer/Labrador Retriever,0.002022389555349946
intake_type_Owner Surrender,0.002024337649345398,breed_Lhasa Apso,0.0,color_Blue Merle,0.0020164037123322487
color_Brown/Tan,0.002011549659073353,breed_Leonberger Mix,0.0,breed_Chihuahua Shorthair/Miniature Pinscher,0.001998472958803177
breed_Chihuahua Shorthair/Pug,0.0020058415830135345,breed_Pekingese/Pomeranian,0.0,breed_Norwich Terrier,0.001992391888052225
color_White/Buff,0.0019875885918736458,breed_Landseer Mix,0.0,breed_Australian Terrier Mix,0.0019854686688631773
breed_Chihuahua Shorthair/Jack Russell Terrier,0.00198653107509017,breed_Pekingese/Pembroke Welsh Corgi,0.0,color_Gold,0.0019835836719721556
color_Brown Tiger,0.001986057497560978,breed_Labrador Retriever/Smooth Fox Terrier,0.0,sex_upon_intake_Intact Female,0.0019730825442820787
intake_condition_Behavior,0.0019531312864273787,breed_Pekingese/Pug,0.0,breed_German Shepherd/Rottweiler,0.0019593986216932535
color_Tan,0.001941509428434074,breed_Pharaoh Hound Mix,0.0,breed_Chihuahua Shorthair/Miniature Schnauzer,0.0019429187523201108
breed_Catahoula Mix,0.0019341891165822744,breed_Picardy Sheepdog,0.0,color_Black/White,0.0019388276850804687
breed_Australian Cattle Dog/Pit Bull,0.0019313740776851773,breed_Labrador Retriever/Plott Hound,0.0,breed_Australian Shepherd/German Shepherd,0.0019181194948032498
sex_upon_intake_Neutered Male,0.0019177357899025083,breed_Picardy Sheepdog Mix,0.0,breed_Collie Smooth,0.0019179993541911244
breed_Parson Russell Terrier Mix,0.0018387489253655076,breed_Airedale Terrier/Irish Terrier,0.0,breed_Australian Cattle Dog/Boxer,0.0019160604570060968
breed_Toy Fox Terrier,0.001817313488572836,breed_Labrador Retriever/Pharaoh Hound,0.0,breed_Chihuahua Shorthair/Pit Bull,0.0018947292119264603
breed_Jack Russell Terrier/Rat Terrier,0.0018041376024484634,breed_Labrador Retriever/Pembroke Welsh Corgi,0.0,breed_Redbone Hound Mix,0.0018816018709912896
breed_Jack Russell Terrier,0.0017999394331127405,breed_Labrador Retriever/Pekingese,0.0,color_Black/Brown Brindle,0.0018795583164319396
color_White/Red,0.001797359436750412,breed_Labrador Retriever/Patterdale Terr,0.0,breed_Dachshund Longhair,0.0018570275278761983
breed_German Wirehaired Pointer/Labrador Retriever,0.0017899269005283713,breed_Labrador Retriever/Parson Russell Terrier,0.0,color_Chocolate/Tan,0.0018560850294306874
sex_upon_intake_Intact Female,0.001783630927093327,breed_Labrador Retriever/Newfoundland,0.0,color_Brown/White,0.001835224567912519
breed_Black/Tan Hound Mix,0.0017818361520767212,breed_Labrador Retriever/Miniature Schnauzer,0.0,breed_Miniature Schnauzer/Yorkshire Terrier,0.0018126668874174356
