adopt_feature,adopt_importance,euth_feature,euth_importance,transfer_feature,transfer_importance
color_Red,0.0012320053145784974,breed_Abyssinian/Domestic Shorthair,0.013584881421220744,color_White/Black Tabby,0.03209964733811812
color_Brown Merle/Brown Tabby,0.0011906377427667106,color_Tortie Point/Seal Point,0.013478513845176673,intake_condition_Pregnant,0.024415410656608974
color_Lynx Point/Cream,0.0011308499369981852,breed_Domestic Medium Hair/Manx,0.013099663757359232,color_Calico,0.018087446655386016
color_Orange Tabby/Apricot,0.0010863522590807621,color_Brown Tabby/Agouti,0.012462723978791553,color_Brown/Brown Tabby,0.015717310339179075
color_Brown Tabby/Blue,0.0010006931778351873,breed_Siamese/Snowshoe,0.011702621085425401,color_Brown Tabby/White,0.013063109125444361
color_Brown/Brown Brindle,0.0009250962344179043,color_Brown Tabby,0.010866889056471785,color_Torbie/Brown Tabby,0.010051227108937712
color_Black Tabby/Gray Tabby,0.0007982928110962906,color_Seal Point/Brown,0.010698069826970582,intake_condition_Behavior,0.00774319262701642
color_Brown/Gray,0.0007965973230117082,breed_Domestic Longhair/Siamese,0.010635214651489734,color_Blue/White,0.0029985408283106385
color_Brown Tabby/Calico,0.000506108897008609,breed_Turkish Angora,0.010292174062104434,color_Cream/Orange,0.0022915332077521307
color_Gray/Orange,0.00019054807848034494,color_Blue Cream,0.007719728767598535,color_White/Tan,0.0014694364714498227
breed_Cymric Mix,0.0,breed_Chartreux Mix,0.0,breed_Cymric Mix,0.0
breed_Chartreux Mix,0.0,breed_British Shorthair,0.0,breed_Devon Rex,0.0
breed_British Shorthair,0.0,color_Yellow,0.0,color_Brown Tabby/Gray Tabby,0.0
breed_Devon Rex,0.0,breed_British Shorthair/Domestic Shorthair,0.0,color_Apricot,0.0
color_Lynx Point/Gray Tabby,0.0,breed_Cymric Mix,0.0,breed_British Shorthair,0.0
color_Lynx Point/Brown Tabby,0.0,color_Black Tabby/Black,0.0,breed_Chartreux Mix,0.0
breed_American Wirehair Mix,0.0,breed_Devon Rex,0.0,breed_British Shorthair/Domestic Shorthair,0.0
breed_Domestic Longhair/Domestic Longhair,0.0,color_Brown Merle,0.0,color_Brown Tabby/Black Brindle,0.0
breed_Domestic Longhair/Manx,0.0,color_Black Tiger/White,0.0,breed_American Wirehair Mix,0.0
breed_British Shorthair/Domestic Shorthair,0.0,color_Black/Black Smoke,0.0,color_Lynx Point/Brown Tabby,0.0
color_Blue/Brown,0.0,color_Black/Chocolate,0.0,color_Lynx Point/Gray Tabby,0.0
