adopt_feature,adopt_importance,euth_feature,euth_importance,transfer_feature,transfer_importance
breed_British Shorthair Mix,0.0,breed_British Shorthair/Domestic Shorthair,0.0,breed_Cornish Rex Mix,0.0
breed_British Shorthair,0.0,breed_British Shorthair Mix,0.0,breed_Colorpoint Mix,0.0
breed_Bombay Mix,0.0,breed_British Shorthair,0.0,breed_Chartreux Mix,0.0
breed_Bengal/Domestic Shorthair,0.0,breed_Bombay Mix,0.0,breed_Burmese Mix,0.0
breed_Bengal,0.0,breed_Bengal/Domestic Shorthair,0.0,breed_Burmese,0.0
breed_Colorpoint Mix,0.0,breed_Bengal Mix,0.0,breed_British Shorthair/Domestic Shorthair,0.0
breed_Balinese Mix,0.0,breed_Bengal,0.0,breed_British Shorthair Mix,0.0
breed_Balinese,0.0,breed_Balinese,0.0,breed_Bombay Mix,0.0
breed_Angora Mix,0.0,breed_Angora Mix,0.0,breed_Havana Brown,0.0
breed_American Wirehair Mix,0.0,breed_Domestic Longhair/Domestic Longhair,0.0,breed_Bengal/Domestic Shorthair,0.0
breed_American Shorthair,0.0,breed_Domestic Longhair/Persian,0.0,breed_Bengal Mix,0.0
breed_American Curl Shorthair/Siamese,0.0,breed_Japanese Bobtail/Siamese,0.0,breed_Bengal,0.0
breed_American Curl Shorthair/Japanese Bobtail,0.0,breed_Domestic Longhair/Rex,0.0,breed_Balinese Mix,0.0
breed_Chartreux Mix,0.0,breed_Japanese Bobtail Mix,0.0,breed_Balinese,0.0
breed_Cornish Rex Mix,0.0,breed_Himalayan Mix,0.0,breed_Angora Mix,0.0
breed_Exotic Shorthair,0.0,breed_Himalayan,0.0,breed_American Wirehair Mix,0.0
breed_Domestic Medium Hair/Manx,0.0,breed_Havana Brown Mix,0.0,breed_Cymric Mix,0.0
breed_Domestic Shorthair/Snowshoe,0.0,breed_Havana Brown,0.0,breed_Devon Rex,0.0
breed_Domestic Shorthair/Siamese,0.0,breed_Exotic Shorthair Mix,0.0,breed_Devon Rex Mix,0.0
breed_Domestic Shorthair/Scottish Fold,0.0,breed_Exotic Shorthair,0.0,breed_Domestic Longhair/Domestic Longhair,0.0
breed_Domestic Shorthair/Manx,0.0,breed_Domestic Shorthair/Snowshoe,0.0,breed_Exotic Shorthair Mix,0.0
breed_Domestic Shorthair/Maine Coon,0.0,breed_Domestic Shorthair/Siamese,0.0,breed_Exotic Shorthair,0.0
breed_Domestic Shorthair/Domestic Shorthair,0.0,breed_Domestic Shorthair/Scottish Fold,0.0,breed_Domestic Shorthair/Snowshoe,0.0
breed_Domestic Medium Hair/Siamese,0.0,breed_Domestic Shorthair/Manx,0.0,breed_Domestic Shorthair/Siamese,0.0
breed_Domestic Longhair/Siamese,0.0,breed_Domestic Shorthair/Maine Coon,0.0,breed_Domestic Shorthair/Scottish Fold,0.0
breed_Cymric Mix,0.0,breed_Domestic Shorthair/Domestic Shorthair,0.0,breed_Domestic Shorthair/Manx,0.0
breed_Domestic Longhair/Russian Blue,0.0,breed_Domestic Medium Hair/Siamese,0.0,breed_Domestic Shorthair/Maine Coon,0.0
breed_Domestic Longhair/Rex,0.0,breed_Domestic Medium Hair/Manx,0.0,breed_Domestic Shorthair/Domestic Shorthair,0.0
breed_Domestic Longhair/Persian,0.0,breed_Domestic Longhair/Siamese,0.0,breed_Domestic Medium Hair/Siamese,0.0
breed_Domestic Longhair/Manx,0.0,breed_Domestic Longhair/Russian Blue,0.0,breed_Domestic Medium Hair/Manx,0.0
breed_Domestic Longhair/Domestic Longhair,0.0,color_Black/Blue,0.0,breed_Domestic Longhair/Siamese,0.0
breed_Devon Rex Mix,0.0,color_Black/Brown,0.0,breed_Domestic Longhair/Russian Blue,0.0
breed_Devon Rex,0.0,color_Black/Brown Tabby,0.0,breed_Domestic Longhair/Rex,0.0
color_Black/Brown Tabby,0.0,color_Calico Point,0.0,breed_Domestic Longhair/Persian,0.0
color_Black/Gray,0.0,color_Buff,0.0,breed_Domestic Longhair/Manx,0.0
color_Cream/Orange,0.0,color_Brown/White,0.0,color_Black/Gray Tabby,0.0
color_Brown/Buff,0.0,color_Brown/Seal Point,0.0,color_Black/Silver,0.0
color_Calico Point/White,0.0,color_Brown/Orange,0.0,color_Black/Silver Tabby,0.0
color_Calico Point/Gray,0.0,color_Brown/Gray,0.0,color_Brown/Orange,0.0
color_Buff/White,0.0,color_Brown/Cream,0.0,color_Calico/Brown Tabby,0.0
color_Brown/Seal Point,0.0,color_Brown/Buff,0.0,color_Calico/Blue Cream,0.0
color_Brown/Orange,0.0,color_Brown/Brown Tabby,0.0,color_Calico Point/White,0.0
color_Brown/Gray,0.0,color_Brown/Brown Brindle,0.0,breed_Abyssinian,0.0
color_Brown/Cream,0.0,color_Brown/Black Tabby,0.0,color_Calico Point/Gray,0.0
color_Brown/Brown Tabby,0.0,color_Brown Tiger/White,0.0,color_Buff/White,0.0
color_Calico/Brown,0.0,color_Brown Tiger,0.0,color_Brown/Seal Point,0.0
color_Brown/Brown Brindle,0.0,color_Brown Tabby/Tortie,0.0,color_Brown/Gray,0.0
color_Brown/Black Tabby,0.0,color_Brown Tabby/Silver,0.0,color_Brown Tabby/Silver,0.0
color_Brown/Black,0.0,color_Brown Tabby/Red,0.0,color_Brown/Cream,0.0
color_Brown Tiger/White,0.0,color_Brown Tabby/Orange Tabby,0.0,color_Brown/Buff,0.0
color_Brown Tiger,0.0,color_Brown Tabby/Orange,0.0,color_Brown/Brown Tabby,0.0
color_Brown Tabby/Tortie,0.0,color_Buff/White,0.0,color_Brown/Brown Brindle,0.0
color_Brown Tabby/Silver,0.0,color_Calico Point/Gray,0.0,color_Brown/Black Tabby,0.0
color_Calico/Blue Cream,0.0,color_Black/Chocolate,0.0,color_Brown Tiger/White,0.0
color_Calico/Brown Tabby,0.0,breed_Abyssinian,0.0,color_Brown Tiger,0.0
color_Brown Tabby/Orange Tabby,0.0,color_Cream Tabby/Orange,0.0,color_Calico/Calico,0.0
color_Cream Tabby/Cream Tabby,0.0,color_Cream Tabby/Cream Tabby,0.0,color_Calico/Gray Tabby,0.0
color_Cream/Gray,0.0,color_Chocolate/White,0.0,color_Calico/Orange,0.0
color_Cream/Blue Point,0.0,color_Chocolate/Seal Point,0.0,color_Calico/Tricolor,0.0
color_Cream/Black,0.0,color_Chocolate/Brown Tabby,0.0,color_Cream/Orange,0.0
color_Cream Tiger/Brown Tabby,0.0,color_Chocolate Point/White,0.0,color_Cream/Gray,0.0
color_Cream Tiger,0.0,color_Chocolate Point/Cream,0.0,color_Cream/Blue Point,0.0
color_Cream Tabby/Orange Tabby,0.0,color_Chocolate,0.0,color_Cream/Black,0.0
color_Cream Tabby/Orange,0.0,color_Calico/Tricolor,0.0,color_Cream Tiger/Brown Tabby,0.0
color_Chocolate/White,0.0,color_Calico/Orange,0.0,color_Cream Tiger,0.0
color_Calico/Calico,0.0,color_Calico/Gray Tabby,0.0,color_Cream Tabby/Orange Tabby,0.0
color_Chocolate/Seal Point,0.0,color_Calico/Calico,0.0,color_Cream Tabby/Orange,0.0
color_Chocolate/Brown Tabby,0.0,breed_American Wirehair Mix,0.0,color_Cream Tabby/Cream Tabby,0.0
color_Chocolate Point/White,0.0,color_Calico/Brown,0.0,color_Cream,0.0
color_Chocolate Point/Cream,0.0,color_Calico/Blue Cream,0.0,color_Chocolate/White,0.0
color_Calico/Tricolor,0.0,color_Calico/Black,0.0,color_Chocolate/Seal Point,0.0
color_Calico/Orange,0.0,color_Calico Point/White,0.0,color_Chocolate/Brown Tabby,0.0
color_Calico/Gray Tabby,0.0,color_Brown Tabby/Lynx Point,0.0,color_Chocolate Point/White,0.0
color_Brown Tabby/Red,0.0,color_Brown Tabby/Gray Tabby,0.0,color_Chocolate Point/Cream,0.0
color_Brown Tabby/Orange,0.0,color_Brown Tabby/Gray,0.0,color_Brown Tabby/Tortie,0.0
color_Black/Gray Tabby,0.0,color_Brown Tabby/Calico,0.0,color_Brown Tabby/Red,0.0
color_Blue Cream/White,0.0,color_Blue Tabby/Blue Cream,0.0,color_Black/Tortie,0.0
color_Blue Tabby/Buff,0.0,color_Blue Tabby/Black,0.0,color_Blue Smoke/White,0.0
color_Blue Tabby/Brown,0.0,color_Blue Smoke/White,0.0,color_Blue Tabby/Tortie,0.0
color_Blue Tabby/Blue Cream,0.0,color_Blue Smoke/Gray,0.0,color_Blue Tabby/Tan,0.0
color_Blue Tabby/Black,0.0,color_Blue Smoke,0.0,color_Blue Tabby/Orange,0.0
color_Blue Smoke/White,0.0,color_Blue Point/White,0.0,color_Blue Tabby/Buff,0.0
color_Blue Smoke/Gray,0.0,color_Blue Point/Cream,0.0,color_Blue Tabby/Brown,0.0
color_Blue Point/Cream,0.0,color_Blue Cream/White,0.0,color_Blue Tabby/Blue Cream,0.0
color_Blue Cream/Tortie,0.0,color_Blue Cream/Tortie,0.0,color_Blue Tabby/Black,0.0
color_Blue Tabby/Tan,0.0,color_Blue Cream/Buff,0.0,color_Blue Smoke/Gray,0.0
color_Blue Cream/Buff,0.0,color_Blue Cream/Blue Tabby,0.0,color_Brown Tabby/Orange Tabby,0.0
color_Blue Cream/Blue Tabby,0.0,color_Black/Tricolor,0.0,color_Blue Point/Cream,0.0
color_Blue Cream,0.0,color_Black/Tortie,0.0,color_Blue Cream/White,0.0
color_Black/Tricolor,0.0,color_Black/Silver Tabby,0.0,color_Blue Cream/Tortie,0.0
color_Black/Tortie,0.0,color_Black/Silver,0.0,color_Blue Cream/Buff,0.0
color_Black/Silver Tabby,0.0,color_Black/Orange,0.0,color_Blue Cream/Blue Tabby,0.0
color_Black/Silver,0.0,color_Black/Gray Tabby,0.0,color_Blue Cream,0.0
color_Blue Tabby/Orange,0.0,color_Blue Tabby/Brown,0.0,color_Black/Tricolor,0.0
color_Blue Tabby/Tortie,0.0,color_Blue Tabby/Buff,0.0,color_Blue/Blue,0.0
color_Brown Tabby/Lynx Point,0.0,color_Blue Tabby/Cream,0.0,color_Blue/Brown,0.0
color_Brown Tabby/Black Brindle,0.0,color_Brown Merle,0.0,color_Blue/Calico,0.0
color_Brown Tabby/Gray Tabby,0.0,color_Brown Tabby/Brown Tabby,0.0,color_Blue/Cream,0.0
color_Brown Tabby/Gray,0.0,color_Brown Tabby/Brown,0.0,color_Brown Tabby/Orange,0.0
color_Brown Tabby/Calico,0.0,color_Brown Tabby/Blue,0.0,color_Brown Tabby/Lynx Point,0.0
color_Brown Tabby/Brown Tabby,0.0,color_Brown Tabby/Black Tabby,0.0,color_Brown Tabby/Gray Tabby,0.0
color_Brown Tabby/Brown,0.0,color_Brown Tabby/Black Brindle,0.0,color_Brown Tabby/Gray,0.0
color_Brown Tabby/Blue,0.0,color_Brown Tabby/Agouti,0.0,color_Brown Tabby/Calico,0.0
color_Brown Tabby/Black Tabby,0.0,color_Brown Merle/Brown Tabby,0.0,color_Brown Tabby/Brown Tabby,0.0
color_Brown Tabby/Agouti,0.0,color_Brown Brindle,0.0,color_Brown Tabby/Brown,0.0
color_Blue/Blue,0.0,color_Blue Tabby/Orange,0.0,color_Brown Tabby/Blue,0.0
color_Brown Merle/Brown Tabby,0.0,color_Blue/Tortie,0.0,color_Brown Tabby/Black Tabby,0.0
color_Brown Merle,0.0,color_Blue/Cream,0.0,color_Brown Tabby/Black Brindle,0.0
color_Brown Brindle,0.0,color_Blue/Calico,0.0,color_Brown Tabby/Agouti,0.0
color_Blue/Tortie,0.0,color_Blue/Brown,0.0,color_Brown Merle/Brown Tabby,0.0
color_Blue/Cream,0.0,color_Blue/Blue,0.0,color_Brown Merle,0.0
color_Blue/Calico,0.0,color_Blue Tabby/Tortie,0.0,color_Brown Brindle,0.0
color_Blue/Brown,0.0,color_Blue Tabby/Tan,0.0,color_Blue/Tortie,0.0
color_Calico Point/Lynx Point,0.0,color_Calico Point/Lynx Point,0.0,color_Calico Point/Lynx Point,0.0
